,ID,Salary,DOJ,Gender,DOB,10percentage,12graduation,12percentage,12board,CollegeID,Degree,Specialization,collegeGPA,CollegeCityID,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ComputerScience,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
923,1258895,205000,01-01-2013 00:00,m,30-07-1991 00:00,82.0,2008,79.6,state board,1011,B.Tech/B.E.,EC,68.0,1011,2012,350,520,450,0.783303537,295,-1,-0.5899,0.5454,0.1637,1.1601,1.247
924,785378,170000,01-01-2014 00:00,m,20-12-1993 00:00,70.0,2010,70.0,cbse,11630,B.Tech/B.E.,CS,70.0,11630,2014,405,390,325,0.450876584,395,-1,0.5591,-0.2871,1.3933,2.0475,-0.0943
925,1122867,305000,01-06-2014 00:00,m,12-02-1993 00:00,78.6,2010,80.0,icse,15645,B.Tech/B.E.,EC,69.29,15645,2014,640,540,440,0.423951396,-1,346,-0.0154,-0.9531,-1.3733,-0.3612,-1.244
926,280505,515000,01-09-2011 00:00,f,24-03-1990 00:00,86.6,2007,92.0,state board,9775,B.Tech/B.E.,CS,77.96,9775,2011,495,555,425,0.793580615,495,-1,0.8192,0.8128,0.5269,-1.4653,0.1864
928,321293,390000,01-11-2012 00:00,m,08-08-1990 00:00,87.5,2008,96.5,state board,11901,B.Tech/B.E.,EC,79.1,11901,2012,525,565,645,0.694479328,475,-1,-0.2628,0.8518,-0.7068,-0.52527,-0.4455
929,330490,165000,01-10-2014 00:00,m,29-11-1991 00:00,71.05,2008,69.07,cbse,8818,B.Tech/B.E.,EC,58.0,8818,2012,425,465,355,0.538386893,-1,-1,-0.4173,-0.7473,-0.4891,0.4148,-0.169
930,330647,430000,01-08-2012 00:00,f,20-07-1991 00:00,81.0,2008,89.0,state board,9837,B.Tech/B.E.,CS,77.24,9837,2012,435,365,475,0.308400583,355,-1,0.3941,0.9688,0.0914,0.973,-0.6035
931,606548,630000,01-01-2014 00:00,m,17-10-1991 00:00,91.4,2009,82.3,cbse,285,B.Tech/B.E.,EC,89.3,285,2013,485,535,735,0.694479328,-1,-1,-0.159,-0.2871,0.01,-0.3612,0.4805
932,988346,85000,01-02-2015 00:00,m,20-09-1994 00:00,71.0,2010,61.0,cbse,903,B.Tech/B.E.,CS,66.0,903,2014,580,505,380,0.622642916,395,407,1.5644,1.3779,1.0859,-1.8824,0.2889
933,1259836,330000,01-12-2014 00:00,m,26-02-1992 00:00,85.0,2009,81.0,state board,1906,B.Tech/B.E.,CS,76.7,1906,2013,455,530,440,0.622642916,455,407,1.7081,0.8784,1.7007,0.1459,0.8637
934,212018,275000,01-11-2011 00:00,f,11-01-1988 00:00,75.6,2006,77.0,state board,5690,B.Tech/B.E.,ME,70.66,5690,2011,505,404,524,0.535862819,295,-1,0.6646,1.7488,0.2366,0.5323,0.6603
935,513149,150000,01-09-2012 00:00,m,24-10-1990 00:00,70.0,2008,56.6,state board,11637,B.Tech/B.E.,CS,71.18,11637,2012,205,555,470,0.635978756,445,-1,-1.5765,0.3448,-0.6343,-0.2609,-0.2875
936,1297805,210000,01-11-2013 00:00,m,01-03-1989 00:00,69.0,2007,66.6,cbse,8711,B.Tech/B.E.,EC,67.0,8711,2012,455,495,544,-1.0,455,376,0.5591,-0.2871,0.1637,0.1459,0.2889
937,1075753,300000,01-01-2015 00:00,f,21-07-1993 00:00,84.0,2011,89.3,state board,14382,B.Tech/B.E.,CS,79.0,14382,2015,500,375,520,0.356536488,285,346,1.4208,1.7109,1.2396,0.1459,0.6721
938,1063131,100000,01-10-2014 00:00,f,01-08-1993 00:00,84.2,2010,86.3,state board,3931,B.Tech/B.E.,CS,75.27,3931,2014,430,545,645,0.978799293,625,561,-1.4517,-1.6191,-1.6807,-0.995,-2.5853
939,264071,365000,01-12-2011 00:00,m,11-11-1989 00:00,87.8,2007,85.4,state board,2513,B.Tech/B.E.,EC,69.3,2513,2011,555,615,715,0.694479328,-1,-1,0.6646,0.9688,0.9623,-1.1128,0.5024
940,831967,305000,01-10-2014 00:00,m,08-05-1993 00:00,88.8,2010,94.6,state board,9748,B.Tech/B.E.,EL,80.6,9748,2014,510,525,720,0.938399137,345,-1,-0.7335,-1.4526,-0.2974,-0.4879,-0.8608
941,327623,450000,01-02-2013 00:00,m,27-09-1990 00:00,84.0,2008,83.0,cbse,7542,B.Tech/B.E.,CS,74.5,7542,2012,725,465,555,0.600057182,435,-1,-0.4173,0.7348,-0.0537,-0.52527,-0.4455
942,538390,375000,01-01-2013 00:00,m,20-01-1990 00:00,90.4,2008,65.0,state board,315,B.Tech/B.E.,EL,80.3,315,2012,615,620,750,0.229481755,355,-1,0.2782,-0.4353,-0.1988,0.7086,-0.7615
944,669934,200000,01-07-2014 00:00,m,02-06-1992 00:00,74.0,2009,79.23,state board,9699,B.Tech/B.E.,CS,69.0,9699,2013,345,485,590,0.563267824,425,-1,-0.4463,-2.2851,-0.6048,2.1743,-2.7595
945,203388,320000,01-07-2011 00:00,m,14-08-1989 00:00,87.0,2007,80.0,state board,3716,B.Tech/B.E.,EC,70.0,3716,2011,685,555,554,0.824666401,395,-1,0.9737,1.7488,0.9623,-2.1704,0.1864
946,342865,120000,01-02-2015 00:00,m,23-03-1992 00:00,67.0,2009,63.0,cbse,10932,B.Tech/B.E.,ME,62.9,10932,2014,395,365,315,0.116552565,-1,-1,0.2782,0.8128,-0.1988,1.06113,-0.4455
947,676834,380000,01-01-2014 00:00,m,18-01-1992 00:00,82.0,2009,79.6,state board,547,B.Tech/B.E.,ME,64.8,547,2013,485,555,605,0.414337426,-1,-1,0.7027,0.8784,0.4711,-1.5021,0.0973
948,242775,240000,01-02-2014 00:00,m,26-09-1989 00:00,86.0,2007,84.0,state board,2552,B.Tech/B.E.,EC,72.0,2552,2011,325,345,575,0.0587928,425,-1,-0.2628,0.5008,0.3817,-0.2902,-0.4455
949,555735,350000,01-12-2013 00:00,f,05-10-1991 00:00,92.47,2009,75.5,state board,1866,B.Tech/B.E.,CS,73.81,1866,2013,395,470,455,0.600057182,435,-1,1.2772,0.5454,0.1637,-0.4879,-0.4776
950,320646,405000,01-10-2012 00:00,m,05-07-1990 00:00,93.0,2008,97.0,state board,5015,B.Tech/B.E.,CS,77.8,5015,2012,555,655,565,0.942116551,575,-1,-0.5719,-0.3183,-0.9245,0.64983,-1.5513
951,869050,505000,01-09-2014 00:00,m,14-03-1993 00:00,86.8,2010,84.75,state board,8888,B.Tech/B.E.,EC,80.0,8888,2014,510,520,590,0.837620726,445,-1,0.1282,1.3779,2.008,0.1459,1.6302
952,1262846,325000,01-10-2014 00:00,f,29-04-1992 00:00,93.44,2010,86.0,state board,1140,B.Tech/B.E.,EC,79.95,1140,2014,745,545,500,0.88162007,415,-1,0.8463,-0.1206,0.7785,-0.8682,0.0973
953,614217,200000,01-08-2014 00:00,m,02-06-1992 00:00,87.2,2010,74.0,cbse,272,B.Tech/B.E.,EC,62.82,272,2014,520,485,500,0.895776502,305,-1,-1.0208,0.7119,0.7785,0.0192,0.4805
954,350128,340000,01-09-2012 00:00,m,08-03-1992 00:00,84.8,2008,89.2,state board,9019,B.Tech/B.E.,EC,72.0,9019,2012,605,595,675,0.824666401,-1,-1,-1.3447,0.0328,-0.7794,2.1187,-0.9194
955,50216,160000,01-08-2010 00:00,m,28-11-1988 00:00,68.33,2005,77.54,state board,2927,B.Tech/B.E.,EC,71.82,2927,2010,505,635,625,0.124502074,415,-1,-0.7264,-0.7473,0.2366,-0.0552,0.0284
956,605611,550000,01-08-2013 00:00,m,31-07-1989 00:00,67.2,2007,60.8,state board,13845,B.Tech/B.E.,CS,71.02,13845,2012,450,535,680,0.735795709,475,-1,0.4155,-0.4536,-0.1437,-0.995,-1.0524
957,629345,335000,01-09-2013 00:00,f,24-08-1991 00:00,83.4,2009,90.4,cbse,5323,B.Tech/B.E.,EC,86.6,5323,2013,485,585,650,0.824666401,-1,-1,0.1282,0.8784,-2.2954,-0.4879,-1.244
958,910069,420000,01-07-2014 00:00,m,07-05-1993 00:00,89.0,2010,82.2,state board,4042,B.Tech/B.E.,CS,72.4,4042,2014,450,510,575,0.622642916,505,407,0.8463,0.8784,1.7007,-1.1218,0.8637
959,557677,315000,01-10-2013 00:00,m,08-08-1990 00:00,77.0,2007,64.0,state board,9037,B.Tech/B.E.,EC,70.0,9037,2012,475,585,560,0.538386893,-1,-1,0.1282,0.5454,0.7785,-0.4879,0.6721
960,319385,400000,01-06-2012 00:00,f,24-09-1990 00:00,82.2,2008,77.0,cbse,5071,B.Tech/B.E.,other,91.2,5071,2012,524,555,405,0.414337426,-1,-1,-0.7264,-0.6693,-0.8157,-0.05527,-0.4455
962,577489,310000,01-08-2013 00:00,m,17-10-1991 00:00,86.0,2009,88.0,state board,11792,B.Tech/B.E.,ME,77.75,11792,2013,675,665,575,0.535862819,-1,-1,1.5644,1.2114,-0.6048,-0.3612,0.0973
963,32133,150000,01-06-2010 00:00,m,22-07-1989 00:00,72.0,2006,67.0,state board,367,B.Tech/B.E.,EL,59.8,367,2009,525,505,445,0.538386893,355,-1,0.51,0.3448,1.1074,0.4148,0.1864
964,94788,300000,01-06-2013 00:00,f,08-04-1988 00:00,96.0,2005,92.0,state board,4239,B.Tech/B.E.,EC,80.0,4239,2009,315,475,565,0.694479328,265,-1,-1.3447,-0.7473,-1.5051,1.1199,-1.3539
965,963058,335000,01-09-2014 00:00,m,06-01-1993 00:00,85.33,2010,89.7,state board,1237,B.Tech/B.E.,CS,74.3,1237,2014,605,500,595,0.356536488,415,346,-1.1644,0.7119,0.7785,-1.7556,0.2889
966,439791,350000,01-04-2013 00:00,m,15-07-1990 00:00,76.8,2008,67.2,state board,83,B.Tech/B.E.,CS,60.08,83,2012,525,365,565,0.635978756,445,-1,0.0464,0.1498,-0.1626,0.5323,-0.4455
967,325567,380000,01-03-2013 00:00,m,26-01-1990 00:00,77.0,2007,73.4,state board,252,B.Tech/B.E.,CS,77.07,252,2012,355,455,515,0.563267824,425,-1,-0.881,-1.5273,-1.0697,0.40413,-1.5513
968,1133187,150000,01-09-2014 00:00,m,18-04-1991 00:00,60.0,2009,55.0,state board,15157,B.Tech/B.E.,EC,52.0,15157,2014,360,470,440,0.053160305,-1,-1,-0.3027,-0.6201,-0.4511,-0.4879,-1.0524
969,1293728,330000,01-02-2015 00:00,m,28-02-1992 00:00,91.4,2010,87.8,cbse,13439,B.Tech/B.E.,EC,77.0,13439,2015,525,460,510,0.649389715,565,376,-2.1698,0.5454,-0.1437,0.1459,-0.2859
970,503221,350000,01-08-2013 00:00,m,12-10-1990 00:00,87.4,2008,81.2,cbse,5111,B.Tech/B.E.,ME,75.0,5111,2013,465,655,575,0.714529363,-1,-1,-0.5719,0.8128,0.5269,1.2374,-0.643
971,358389,140000,01-08-2012 00:00,m,27-12-1989 00:00,73.0,2007,63.0,state board,167,B.Tech/B.E.,EC,67.69,167,2012,515,575,575,0.824666401,-1,-1,-1.3447,-0.1232,-2.2308,0.3561,0.3444
972,864186,515000,01-08-2013 00:00,m,10-03-1992 00:00,84.8,2009,84.6,cbse,7557,B.Tech/B.E.,CS,80.8,7557,2013,625,585,795,0.911395278,575,500,0.2718,0.3789,0.9322,-0.1076,-1.4356
973,479805,200000,01-06-2013 00:00,f,09-03-1991 00:00,78.0,2008,80.0,state board,4042,B.Tech/B.E.,CS,78.0,4042,2012,495,495,435,0.635978756,445,-1,-1.1901,1.1248,-0.1988,2.1774,0.6603
974,330078,230000,01-09-2014 00:00,m,20-12-1989 00:00,73.0,2008,83.0,state board,11183,B.Tech/B.E.,CS,64.0,11183,2012,475,335,345,0.377551419,375,-1,-0.4173,0.0328,-0.344,0.5323,-0.7615
975,1066680,325000,01-08-2014 00:00,m,12-09-1991 00:00,86.4,2009,86.2,cbse,1906,B.Tech/B.E.,EC,81.4,1906,2014,720,630,750,0.338786347,485,-1,1.2772,1.0449,0.7785,-1.2486,0.6721
976,806424,350000,01-12-2014 00:00,m,07-09-1992 00:00,85.4,2010,67.8,cbse,11759,B.Tech/B.E.,CS,82.67,11759,2014,695,535,485,0.622642916,495,407,-2.0262,0.0459,0.4711,-0.995,0.2889
977,676401,105000,01-09-2013 00:00,f,28-07-1991 00:00,78.6,2009,66.6,state board,547,B.Tech/B.E.,CS,74.3,547,2013,345,440,545,0.635978756,445,-1,-1.308,-0.9531,-0.2974,1.1601,-1.0524
978,1143459,275000,01-07-2014 00:00,m,04-06-1991 00:00,80.42,2010,65.16,state board,5026,B.Tech/B.E.,CS,74.0,5026,2014,710,480,535,0.144789889,465,284,1.4208,0.8784,0.7785,-0.1076,0.2889
979,347313,260000,01-12-2012 00:00,m,04-05-1991 00:00,58.0,2008,65.0,state board,12478,B.Tech/B.E.,CS,69.8,12478,2012,445,385,405,0.704090412,465,-1,1.9011,1.6708,1.4702,-0.2902,0.9763
980,1034772,300000,01-11-2014 00:00,m,28-07-1991 00:00,84.5,2009,74.0,state board,7010,B.Tech/B.E.,EC,79.8,7010,2013,535,590,605,0.338786347,365,-1,0.5591,-0.1206,0.6248,0.9066,-0.6692
981,1125683,175000,01-05-2014 00:00,f,09-07-1992 00:00,91.3,2009,90.7,state board,9812,B.Tech/B.E.,EC,71.65,9812,2013,525,520,450,0.20739217,455,-1,1.1336,0.2124,1.0859,-0.7415,-0.0943
982,786404,350000,01-09-2013 00:00,m,23-05-1992 00:00,82.33,2009,84.0,state board,11788,B.Tech/B.E.,CS,68.6,11788,2013,605,595,720,0.942116551,575,-1,-0.8772,0.0459,0.4711,1.4136,0.6721
983,847671,200000,01-08-2013 00:00,m,12-05-1991 00:00,71.0,2007,69.0,state board,14910,B.Tech/B.E.,EC,64.28,14910,2012,500,460,545,0.943272158,-1,-1,-0.4463,0.2124,0.01,-0.6147,1.0554
984,247078,275000,01-03-2012 00:00,f,13-07-1988 00:00,78.0,2006,53.0,state board,6570,B.Tech/B.E.,CS,65.0,6570,2011,475,485,525,0.600057182,435,-1,0.6646,0.8128,-0.344,-0.2902,0.1864
985,312286,395000,01-12-2011 00:00,f,07-08-1990 00:00,83.3,2007,80.1,state board,9769,B.Tech/B.E.,CS,63.5,9769,2011,485,315,405,0.488347977,405,-1,0.6646,0.9688,1.4267,0.8457,1.3976
986,692823,520000,01-10-2013 00:00,m,29-01-1992 00:00,78.25,2009,74.6,state board,5216,B.Tech/B.E.,CS,78.6,5216,2013,720,450,590,0.864685413,525,-1,-0.8772,0.7119,0.4711,-0.1076,0.6721
987,272917,80000,01-10-2012 00:00,m,26-08-1989 00:00,81.0,2006,61.0,cbse,3725,B.Tech/B.E.,CS,67.5,3725,2011,445,465,475,0.563267824,425,-1,-0.5719,-0.5913,0.8171,0.2973,-0.1295
988,662991,215000,01-10-2013 00:00,m,18-07-1989 00:00,74.0,2006,64.0,state board,405,B.Tech/B.E.,CS,76.0,405,2011,510,400,324,-1.0,-1,-1,0.5591,-0.4536,1.0859,-2.0092,-0.6692
989,607667,275000,01-07-2013 00:00,f,31-03-1991 00:00,95.52,2009,94.33,state board,316,B.Tech/B.E.,CS,83.63,316,2013,580,620,620,0.968237496,605,-1,0.2718,1.0449,0.1637,-0.6147,0.6721
991,1088773,240000,01-02-2014 00:00,f,14-12-1991 00:00,86.6,2009,78.8,cbse,10236,B.Tech/B.E.,EC,72.8,10236,2013,735,505,450,0.279258512,515,-1,-0.0154,-0.6201,-0.6048,-0.6147,-0.6692
992,425274,300000,01-07-2013 00:00,m,09-08-1992 00:00,63.0,2008,61.0,state board,75,B.Tech/B.E.,CS,70.64,75,2012,415,365,465,0.884122512,535,-1,0.8192,1.4368,0.5269,-1.1128,0.0679
993,1152429,340000,01-05-2014 00:00,m,08-05-1989 00:00,70.0,2007,56.0,state board,1995,B.Tech/B.E.,CS,54.0,1995,2013,615,580,405,0.842248322,515,469,-0.7335,0.8784,0.3174,-1.6289,-0.2859
994,324284,520000,01-05-2013 00:00,f,21-01-1991 00:00,87.86,2008,74.67,state board,7236,B.Tech/B.E.,EC,62.33,7236,2012,545,595,435,0.538386893,-1,-1,-0.1082,1.0858,-0.3803,-0.2902,0.5024
995,668771,300000,01-10-2013 00:00,m,31-10-1991 00:00,84.8,2009,75.0,cbse,6566,B.Tech/B.E.,ME,61.8,6566,2013,640,460,455,0.304510914,445,-1,-0.3027,0.8784,-0.2974,0.3995,0.2889
996,244735,325000,01-07-2011 00:00,f,22-06-1986 00:00,68.0,2006,62.0,state board,2634,B.Tech/B.E.,EC,58.43,2634,2011,495,475,445,0.538386893,-1,-1,-0.1082,-0.9033,-1.3599,0.7673,-0.4455
997,619605,475000,01-02-2014 00:00,m,28-06-1991 00:00,89.4,2009,75.6,state board,275,B.Tech/B.E.,ME,82.53,275,2013,590,610,635,0.840840969,-1,-1,0.8463,0.0459,0.7785,-1.8824,0.4805
998,34238,570000,01-09-2010 00:00,m,09-02-1986 00:00,60.0,2005,71.0,state board,285,B.Tech/B.E.,ME,73.4,285,2010,555,515,635,-1.0,125,-1,-0.2628,0.0328,-0.1988,-0.9953,0.3444
999,514731,445000,01-02-2013 00:00,m,18-09-1990 00:00,63.0,2008,62.0,cbse,8504,B.Tech/B.E.,CS,79.0,8504,2012,580,535,455,0.884122512,535,-1,-0.2628,0.0328,-1.4688,1.9424,-1.3934
1000,47476,205000,01-05-2014 00:00,f,10-06-1988 00:00,94.7,2006,94.7,state board,434,B.Tech/B.E.,EC,67.0,434,2010,525,585,535,0.824666401,-1,-1,-0.7264,0.9688,-1.0697,0.5323,-0.1295
1001,1082927,340000,01-06-2014 00:00,m,04-11-1992 00:00,90.4,2010,78.2,state board,5216,B.Tech/B.E.,EC,87.8,5216,2013,630,625,560,0.849802714,-1,-1,1.5644,1.5444,1.547,-2.5163,0.6721
1002,600997,240000,01-03-2013 00:00,f,22-08-1990 00:00,83.0,2009,74.0,cbse,272,B.Tech/B.E.,CS,67.0,272,2013,605,585,590,0.704090412,465,-1,1.5644,1.2114,1.547,-0.995,0.4805
1003,745903,300000,01-09-2013 00:00,m,21-03-1991 00:00,89.5,2009,92.2,state board,9164,B.Tech/B.E.,CS,75.12,9164,2013,545,580,795,0.942116551,575,-1,0.1282,1.3779,1.3933,-2.136,1.0554
1004,239868,510000,01-01-2012 00:00,f,28-05-1989 00:00,97.12,2007,90.33,state board,1866,B.Tech/B.E.,CS,82.84,1866,2011,505,555,555,0.864685413,525,-1,0.9737,0.3448,0.672,-0.5253,0.3444
1005,922592,180000,01-11-2014 00:00,m,20-08-1992 00:00,79.0,2010,78.0,icse,272,B.Tech/B.E.,EC,73.0,272,2014,485,610,575,0.493596387,495,-1,-2.0262,0.3789,-1.2196,0.3995,0.6721
1006,937943,145000,01-09-2014 00:00,m,01-07-1991 00:00,68.2,2010,60.0,cbse,17782,B.Tech/B.E.,CS,72.23,17782,2014,440,340,340,0.356536488,415,346,-2.1698,-0.1206,0.3174,-0.8682,-0.2859
1007,334686,410000,01-07-2012 00:00,m,04-09-1990 00:00,71.2,2008,60.8,cbse,1622,B.Tech/B.E.,CS,72.2,1622,2012,485,525,515,0.843123727,515,-1,-1.0355,-0.7863,-1.1422,-0.52527,-0.9194
1008,1262255,315000,01-03-2015 00:00,m,28-04-1991 00:00,75.0,2009,70.0,cbse,5812,B.Tech/B.E.,CS,65.0,5812,2014,640,565,465,0.622642916,525,407,-0.0154,0.3789,1.2396,0.5262,0.6721
1009,300968,450000,01-06-2011 00:00,m,23-05-1989 00:00,93.94,2007,81.4,cbse,835,B.Tech/B.E.,CS,72.44,835,2011,635,605,535,0.960903087,595,-1,0.2009,0.3448,0.2366,-1.3478,-0.2875
1010,1238094,145000,01-11-2009 00:00,m,09-09-1990 00:00,59.57,2007,55.0,state board,272,M.Tech./M.E.,CS,88.0,272,2015,395,540,535,0.992259189,665,-1,0.4155,-0.4536,-1.8344,-0.8682,-0.0943
1011,1154787,335000,01-03-2014 00:00,f,15-09-1992 00:00,86.3,2009,71.8,state board,5256,B.Tech/B.E.,EC,86.3,5256,2013,535,485,595,0.493596387,585,-1,0.2718,1.2114,0.4711,0.1459,1.0554
1012,244386,225000,01-04-2012 00:00,m,09-10-1988 00:00,71.0,2007,62.0,cbse,3427,B.Tech/B.E.,EC,70.0,3427,2011,475,385,545,0.376059587,425,-1,0.51,-0.4353,-0.344,0.2973,-0.1295
1013,436253,200000,01-03-2013 00:00,f,29-10-1989 00:00,84.14,2007,73.61,cbse,48,B.Tech/B.E.,CS,76.09,48,2012,445,475,595,0.793580615,495,-1,-1.8083,0.0328,-1.0697,-0.0552,-0.7615
1014,649530,350000,01-02-2014 00:00,m,25-01-1991 00:00,80.53,2008,80.5,state board,8743,B.Tech/B.E.,CS,58.61,8743,2013,645,795,675,0.983749967,635,-1,-0.4463,1.3779,0.9322,-0.995,0.8637
1015,991880,200000,01-12-2014 00:00,m,24-07-1991 00:00,73.0,2009,64.0,cbse,9737,B.Tech/B.E.,EC,61.0,9737,2014,430,370,450,0.557389506,-1,-1,0.1282,-0.9531,0.1637,0.653,0.2889
1016,622495,325000,01-07-2013 00:00,m,26-12-1990 00:00,81.9,2008,72.0,cbse,272,B.Tech/B.E.,CS,71.9,272,2012,465,415,485,-1.0,-1,-1,-1.308,-0.4536,0.01,0.1459,-1.0524
1017,988691,120000,01-02-2014 00:00,m,24-10-1992 00:00,63.6,2010,53.6,cbse,14720,B.Tech/B.E.,CS,60.0,14720,2014,545,395,465,0.81941653,505,-1,1.1336,1.2114,0.7785,-0.3612,0.6721
1018,256138,500000,01-03-2011 00:00,m,21-08-1986 00:00,72.5,2004,72.4,state board,1699,MCA,CS,77.43,1699,2010,505,615,605,0.864685413,525,-1,0.3555,-1.5273,0.8171,2.2949,0.6603
1019,309289,385000,01-09-2012 00:00,f,11-01-1990 00:00,84.0,2008,79.0,cbse,5904,B.Tech/B.E.,CS,75.99,5904,2012,485,415,615,0.793580615,495,-1,-0.4173,0.5008,0.5269,0.1798,-0.1295
1020,458867,320000,01-07-2014 00:00,m,29-04-1992 00:00,66.16,2008,58.4,state board,7627,B.Tech/B.E.,CS,65.9,7627,2013,575,505,565,0.81941653,505,-1,1.9011,0.2668,0.3817,-0.9953,0.3444
1021,407662,360000,01-06-2013 00:00,m,31-12-1989 00:00,81.6,2007,74.6,cbse,3801,B.Tech/B.E.,CS,77.1,3801,2012,455,565,404,0.901489571,545,-1,-0.1082,0.8518,-0.1626,-0.7603,-0.2875
1022,927414,120000,01-10-2014 00:00,f,01-06-1990 00:00,59.0,2007,69.0,state board,5015,MCA,CS,74.0,5015,2014,275,415,310,0.080055281,315,253,0.5591,0.2124,0.3174,0.5262,-0.2859
1023,552651,325000,01-02-2014 00:00,f,10-06-1990 00:00,86.5,2008,63.4,cbse,13128,B.Tech/B.E.,CS,68.89,13128,2013,405,450,500,0.356536488,455,346,0.1282,-0.6201,-0.7585,-0.4879,0.0973
1024,455057,240000,01-12-2012 00:00,m,07-06-1990 00:00,68.0,2008,61.0,cbse,272,B.Tech/B.E.,CS,55.0,272,2012,435,545,455,0.377551419,375,-1,0.0464,1.2028,1.2525,0.8848,1.2923
1025,1115290,110000,01-04-2014 00:00,m,15-07-1991 00:00,72.0,2009,60.0,cbse,221,B.Tech/B.E.,EC,62.5,221,2013,560,370,370,0.649389715,-1,346,0.2718,0.3789,0.1637,-0.8682,-0.6692
1026,1232895,300000,01-01-2015 00:00,f,17-03-1993 00:00,72.0,2010,60.0,cbse,75,B.Tech/B.E.,CS,72.5,75,2014,500,360,510,0.356536488,405,346,0.8463,1.7109,1.2396,-1.3753,1.4386
1027,995359,220000,01-12-2014 00:00,f,29-01-1992 00:00,83.5,2009,83.8,state board,9557,B.Tech/B.E.,CS,71.7,9557,2013,465,470,475,0.144789889,485,284,-0.0154,1.0449,-0.1437,-0.4879,0.8637
1028,353118,415000,01-08-2013 00:00,m,09-08-1990 00:00,79.86,2008,78.86,state board,1436,B.Tech/B.E.,CS,74.44,1436,2012,375,555,555,0.670743151,455,-1,1.3215,0.3448,-0.4891,-1.2303,0.3444
1029,337629,300000,01-04-2013 00:00,f,10-09-1990 00:00,93.5,2008,95.3,state board,3076,B.Tech/B.E.,CS,92.3,3076,2012,415,575,405,0.987207086,645,-1,-0.5719,1.0858,-0.9245,0.06223,0.1864
1030,277278,300000,01-08-2011 00:00,m,18-04-1990 00:00,62.5,2007,68.0,state board,75,B.Tech/B.E.,EC,74.0,75,2011,395,285,475,0.995265706,-1,-1,-0.1082,-0.5913,-0.1988,-0.0552,-0.2875
1031,1218624,345000,01-02-2015 00:00,m,30-01-1992 00:00,74.8,2009,68.0,cbse,96,B.Tech/B.E.,CS,69.0,96,2014,570,395,475,0.356536488,475,346,-0.0154,0.8784,-0.7585,0.3995,-0.4776
1032,121950,515000,01-01-2011 00:00,f,20-06-1989 00:00,84.0,2006,86.0,state board,233,B.Tech/B.E.,CS,64.0,233,2010,535,465,515,0.600057182,435,-1,-1.8083,-0.2793,-0.344,-0.5253,-1.0774
1033,814230,120000,01-09-2014 00:00,m,13-08-1989 00:00,57.0,2009,64.0,state board,13210,B.Tech/B.E.,EC,65.8,13210,2013,485,495,575,0.976292561,-1,-1,-0.8772,-0.4536,0.6248,0.7798,-0.8608
1034,1083098,400000,01-09-2014 00:00,m,22-04-1992 00:00,73.2,2010,72.0,cbse,2921,B.Tech/B.E.,EC,82.5,2921,2014,640,625,585,0.88162007,475,-1,-0.0154,0.3789,0.1637,-0.6147,-0.2859
1036,468083,100000,01-12-2012 00:00,m,16-05-1989 00:00,71.4,2008,78.66,state board,11143,B.Tech/B.E.,CS,68.0,11143,2012,385,405,465,0.563267824,425,-1,0.8192,-0.7473,-0.0537,-0.7603,0.3049
1037,313158,520000,01-12-2011 00:00,m,05-02-1991 00:00,69.5,2008,64.4,state board,96,MCA,CS,68.0,96,2013,435,575,415,-1.0,-1,-1,0.9737,0.6178,-0.7068,-0.17277,0.3444
1039,1263022,325000,01-02-2015 00:00,f,25-09-1992 00:00,61.0,2010,61.0,state board,1237,B.Tech/B.E.,CS,75.0,1237,2014,455,510,500,0.952245573,585,-1,0.2718,0.2124,0.3174,0.1459,-1.0524
1040,340337,480000,01-05-2013 00:00,m,27-07-1990 00:00,80.93,2009,79.83,state board,5230,B.Tech/B.E.,CS,61.93,5230,2012,385,445,275,0.563267824,425,-1,1.3215,0.6568,0.672,-0.0846,-0.9194
1041,990568,320000,01-07-2014 00:00,f,14-05-1992 00:00,82.7,2010,91.0,state board,11788,B.Tech/B.E.,CS,73.0,11788,2014,490,435,560,0.080055281,425,253,0.4155,1.2114,0.4711,-0.4879,0.2889
1042,1225970,145000,01-02-2015 00:00,m,20-05-1993 00:00,82.3,2011,73.2,state board,17180,B.Tech/B.E.,ME,71.1,17180,2015,545,520,390,0.725984148,375,-1,-1.5953,-0.9531,-0.2974,-1.2486,-0.6692
1043,1136577,360000,01-08-2014 00:00,m,22-05-1991 00:00,79.29,2009,68.67,cbse,5298,B.Tech/B.E.,CS,76.0,5298,2013,545,505,595,0.356536488,555,346,0.2718,0.7119,0.3174,-0.1076,1.4386
1044,337656,500000,01-11-2012 00:00,m,17-12-1990 00:00,90.4,2009,97.5,state board,3076,B.Tech/B.E.,EC,87.1,3076,2012,555,625,595,0.0587928,555,-1,0.9737,-0.5523,0.926,0.53233,0.1864
1045,920388,400000,01-11-2014 00:00,m,23-09-1991 00:00,80.6,2009,80.7,icse,55,B.Tech/B.E.,EC,72.5,55,2014,625,525,635,0.493596387,435,-1,0.8463,0.8784,1.7007,-0.4879,0.0973
1046,243493,300000,01-08-2011 00:00,m,12-02-1990 00:00,81.5,2007,72.0,state board,1906,B.Tech/B.E.,EL,75.1,1906,2011,475,585,615,0.229481755,-1,-1,-0.7264,0.6568,-2.2308,-0.5253,0.0284
